Female_4m_F1a	Female_4m_F1b	Female_4m_F2a	Female_4m_F2b	Female_20m_F3a	Female_20m_F3b	Female_20m_F4a	Female_20m_F4b	Male_4m_M1a	Male_4m_M1b	Male_4m_M2a	Male_4m_M2b	Male_20m_M3a	Male_20m_M3b	Male_20m_M4a	Male_20m_M4b
Clhc1	5.38106552475934	5.23012230680881	5.38321309634261	5.23012230680881	5.23012230680881	5.23012230680881	5.38382910703835	5.45788353909726	5.38213556535196	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.38743265934198	5.37770064435634	5.44940842625265
Rtn4	11.0723912518244	11.0291099619021	10.7710908528629	10.8056052743961	10.9936482173157	10.8464778470005	10.8224195433098	10.7990711619831	10.7565942686693	10.9091965539351	10.6191432692397	10.7204203887832	10.8754700335243	10.6475531139631	10.8649258295449	10.6974561061526
Eml6	6.9443991688804	7.19358265437382	6.97447744039134	6.90340031423277	8.04052360981747	8.03838977409998	7.62500466123207	8.63729471492995	6.44343357789746	6.23793044380147	6.4802977527698	6.18180454130762	6.2698721787694	7.45274531306647	7.13845620767268	7.03998603613732
4931440F15Rik	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38339444468453	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.37770064435634	5.23012230680881
Sptbn1	10.1203112719018	10.2032347457876	10.55741336802	10.1992714520272	10.0265825518029	10.2440955035559	10.0782448668612	10.4649107932948	10.3074757104822	10.2251298509962	10.4887880183256	10.1643493769218	9.9306646843298	10.4081248929319	10.5970737576998	10.4680654605712
Acyp2	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Psme4	10.324783642428	10.2736396087504	10.2065231206125	10.1412631475047	10.0445313954112	10.1825811244271	10.0062592695496	10.134409269145	10.2352692833225	10.3611004404242	9.97333542357889	10.3322278638083	10.03448093021	9.93005206927438	9.90117590460519	9.81978970486852
Erlec1	8.72379998347219	8.94377563135027	8.89943845760293	8.70656477528441	9.01546888336332	8.80807174794248	8.45778259792962	8.74771850763242	8.5314609057354	9.02006543634622	8.1885096758708	8.94166946746296	8.37151593547116	8.55033272155195	8.06954655441298	7.95156718415812
Asb3	6.83885251364775	6.87715066377174	6.82803863691931	6.88387052361178	6.92921151713277	6.99787828474815	6.98971823110413	7.16717305235497	6.73394248919348	6.70441562835266	6.8124647573131	6.69116644739759	6.90128503390979	6.81253027550789	7.04207426972036	7.01487072633874
Chac2	7.29548677028886	6.928311365534	7.1894424644642	7.10220215087099	6.98898443080391	7.0906999394695	6.59794098487543	6.71155615687621	7.20168487284747	7.41088855537019	7.0555414167373	7.20627278746853	6.74790047459955	6.71080165892262	6.56165737809938	6.58333201865141
Bod1	5.60221298964483	5.72931563865516	5.71665451792811	5.77700379537472	5.76566597088746	5.70483472501951	5.88864756390522	5.83534624661538	5.7134762241687	5.60563774247401	5.73278571408264	5.76324509223787	5.77626115258948	5.82189540408233	5.81472550523369	5.86389035406744
D630024D03Rik	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Cpeb4	10.9566956619037	10.8694249871131	10.9578094953792	10.7606716805969	10.7823689674837	10.716884559885	10.3970677401129	10.3678110304569	11.0116650789087	11.0105973508208	10.6540014931352	11.0122535701347	10.2948308911242	10.4509669149561	10.1909873117011	10.1236616133977
Il9r	5.45453774141534	5.61709539740672	5.45762309813442	5.45691694304548	5.76566597088746	5.23012230680881	5.83691816241811	5.45788353909726	5.45607530776594	5.23012230680881	5.45041826855264	5.46439135217699	5.8048139714184	5.57260204569724	5.55262850789669	5.66704378024779
Snrnp25	6.47575196131591	6.45309418646241	6.65284887764477	6.51396684015224	6.40226562150334	6.44915652724841	6.48256259389904	6.35242574006973	6.53512593609842	6.69320929545042	6.24365017886919	6.90166158858946	6.44598876961898	6.54893547052707	6.32954775664921	6.23936128049157
Rhbdf1	8.7772534306344	9.77119407851978	8.2440306444607	7.6054773256003	9.60556672526029	9.5355874716175	8.95315644930426	8.59437136734643	6.91709978482163	6.95874756158461	6.90742257166341	6.44155162239316	6.94891258462353	6.72248047639335	6.38515493153179	6.54825729160463
Mpg	6.70292340066583	6.9080687621979	6.43730196145649	6.69466223153083	6.51768867868263	6.44915652724841	6.49591514189979	6.38184873414335	6.35890928197695	6.61204176086879	6.57735784057135	6.36661061697489	6.22112743942196	6.49478135024154	6.24059538042701	6.26978833610415
Nprl3	5.60221298964483	5.79279872870655	5.77862710502758	5.83291179175379	5.88160796117502	5.67175802010253	5.91311811012601	5.71718930906813	5.74511973264626	5.776431428082	5.73278571408264	6.00010532757664	5.97607945744016	5.82189540408233	5.88831435857895	5.81399312121193
Hbq1b	5.94781999198416	7.43950112774444	5.56394620934932	6.20565197744648	8.68366510178753	7.02379441520311	7.28909939901084	6.39628601933808	6.132467214592	6.6590236896319	5.66897992464686	6.5121138189024	6.43228538036936	6.16064392382352	6.42518688386617	5.91032330957777
Hbq1a	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.46550234501987	5.23012230680881	5.38382910703835	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Sh3pxd2b	6.09008211908655	5.85021573129843	5.77862710502758	6.15357432577886	5.93279665559267	5.50809815058779	5.6480629400587	5.83534624661538	5.60468480235646	5.60563774247401	5.86663916602963	5.52351134994004	5.60551864253166	6.0415126875631	6.10883085075081	5.99514846658253
Ubtd2	5.77153389624675	5.23012230680881	5.86096385737943	5.56293729923336	5.66045090945854	5.79341302821537	5.23012230680881	5.60759256681342	5.88203194886064	5.99780477083199	5.76206091642491	5.73055150529521	5.38249655292553	5.95180795479922	5.63247202409663	5.59397187844228
Efcab9	5.23012230680881	5.61709539740672	5.607173705527	5.38272144375561	5.66045090945854	5.23012230680881	5.23012230680881	5.45788353909726	5.38213556535196	5.23012230680881	5.55365550620242	5.23012230680881	5.23012230680881	5.57260204569724	5.50543012872646	5.37749871112413
Stk10	11.2419394258666	11.3256222159477	11.2353860184797	11.483419216923	11.5409390935919	11.4522050389464	11.5984074417442	11.4339551845182	10.9092067785688	11.0496863835678	11.3837102127053	10.9191351181237	11.4928785342102	11.3269332979423	11.4128718794308	11.5363702212583
Fbxw11	8.18881432604946	8.23667233977165	8.20665830052175	8.28954048138192	8.32116558973877	8.158227476537	8.30539816420886	8.32682985775763	8.1404705531367	8.12448334226891	8.27064793458126	8.17620099209656	8.31779690564902	8.39636728422881	8.35959340327744	8.3851060760614
Npm1	10.9395597421267	10.5017820078803	10.7675159300759	10.5147789809956	10.5549535449933	10.6584625664469	10.4637825524484	10.545197615794	10.9717912969814	10.8647293178763	10.3600691395773	10.9820982974295	10.5045733787872	10.7710407388748	10.6817318343582	10.4538548640567
Ranbp17	6.22915881137727	6.2155065155392	6.11981841014009	5.90864060966229	5.85452691511204	6.04273819706904	6.52219910199211	5.77922578646864	6.29892151328781	5.85846021572477	5.8903406460742	6.19999253826286	5.93121931170348	6.0415126875631	5.66760087113984	5.78748062955249
Lcp2	10.5479562433299	10.6498737621399	10.2796551609555	10.4736097975759	10.5075574443001	10.564192620846	10.4418492143201	10.2447801813537	10.2921010027582	10.673210182302	10.3091708275856	10.3494458704799	10.3137781565933	10.2672299566459	10.2945760086918	10.1704622298891
Dock2	13.0095779934068	13.0360763302665	12.9630537777158	13.0220773187949	13.1296374547332	12.9916227666154	13.0606523960745	12.7785115138798	12.6534833302424	12.9949934740428	12.8818262224404	12.7349026405718	13.0301943431738	12.9997188550548	12.9583832845925	12.9131418142838
Fam196b	6.3518316204236	7.12513612543508	7.41852830047316	6.94166892774623	7.8022461798749	6.7612235760738	6.86421212639582	6.41054851771688	6.81831124847547	7.41770934567762	7.28477774234373	7.29511295348465	7.23658744046533	7.38085248260404	6.77813872012528	6.79616139767916
Spdl1	6.36626152853442	6.31662271980529	6.65284887764477	6.53956311134459	6.22221458150764	6.40923217600957	6.34022725087375	6.30681987582648	6.89788819507394	6.8423980630507	6.84163133256671	7.02946929139736	6.51229461753993	6.71080165892262	6.61914927663533	6.61748427065969
Slit3	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38382910703835	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.23012230680881	5.23012230680881	5.23012230680881
Pank3	8.44568231631466	8.24530228054594	8.56807797684528	8.21642565583653	7.85827911807289	8.32701874576705	7.94165267387734	8.45502800499156	8.50386301418744	8.68516794622347	8.34531262210587	8.59313390793721	8.24203943552148	8.17842213814214	8.18127598508893	8.14603795919847
Rars	7.92451516646858	7.79872209192713	7.98227016456095	7.79314307153096	7.93362048760299	7.8355625534668	7.60678745446091	7.83371821290286	7.9388214496484	7.95405782786538	7.82219369802243	7.89188962114746	7.75227944700374	7.79776369537767	7.85014711803657	7.75697709575704
Mat2b	8.18881432604946	8.07796975031523	8.11606949390927	8.16585034226955	8.14094495651512	8.30445953942972	8.09318507951702	8.24660024882905	8.33962799181385	8.36469660945696	8.15203683952971	8.42299122149083	8.1881644021724	8.2312825149429	8.14485774333427	8.1296442041734
Hmmr	8.82338754083752	8.27938559660165	9.00734193783706	8.81773920112308	8.03558684681112	8.54073248056254	8.09770430688011	8.42202863664823	9.25277542695362	9.41500382393033	8.98016907696016	9.48269650235784	8.59743054644247	8.74347550096381	8.77837386124662	8.64678800414205
Nudcd2	6.63534560676544	6.62670611365537	6.71002661376087	6.67194806804594	6.5313877425763	6.63156721523282	6.65786321932906	6.74477751527072	6.97321968140383	6.95874756158461	6.74194782741732	7.16404704588753	6.85199580722709	6.92760125123572	6.9387541392556	6.83504983108476
Ccng1	8.2617629690189	7.98502998106379	8.21085213086643	8.10040081300725	7.96487825887186	8.17466528491443	7.90148769255492	8.34630405135205	8.28112915097531	8.20565465743436	8.24371254989613	8.17620099209656	8.12376732036852	8.12383765829351	8.24797768976341	8.24885280290025
Mir146	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Pttg1	7.26616237520786	7.2906158012	6.96517210720624	7.22357493201138	7.20592977109231	7.33819038432795	7.21190537307976	7.34322981438718	6.94543702485554	7.0919635269012	7.01354943489889	6.87045664616563	7.03081801509188	6.89713811221496	7.28615830603376	7.13628359130516
Slu7	10.3510322631132	10.4861931171704	10.3426563556908	10.272326355793	10.5308790366799	10.464036990872	10.3603274619312	10.3387954742586	10.2004437843016	10.486534017808	10.1033517284349	10.3322278638083	10.3208267331107	10.3312294630055	10.2148466733773	10.1073380200042
Ccnjl	5.45453774141534	5.23012230680881	5.23012230680881	5.23012230680881	5.3887038392949	5.23012230680881	5.23012230680881	5.38339444468453	5.23012230680881	5.38254811472824	5.37820057536399	5.23012230680881	5.38249655292553	5.23012230680881	5.37770064435634	5.37749871112413
Pwwp2a	7.72309401176883	7.30618732530243	7.59932252482087	7.62944252012428	7.52931321373389	7.48921758757046	7.28909939901084	7.32872284368124	7.77487489369173	7.65090719227937	7.70276283962287	7.72288804602001	7.52861432573691	7.52810381941126	7.37482749082223	7.48098391481271
Ttc1	7.12646196918601	7.4814543268124	7.31206467750948	7.12729911685462	7.43142744731331	7.27470590237182	7.35530280637333	7.36473048005655	7.33629349770019	7.40403693082673	7.31973817979634	7.34142014620027	7.4574018466384	7.41722468870923	7.59636361906781	7.43723228175489
Ublcp1	8.28539180456997	7.98502998106379	8.04358767203679	7.96605418294104	8.05524629633961	7.9377503903373	8.10221129950563	7.88560986564034	7.8843064960428	7.7693236396746	7.75578339883987	7.88115457802932	8.2173888720478	7.78644739716624	7.6800929874701	7.81285574413961
Rnf145	8.50164623262631	8.5297744101597	8.43411261684184	8.76456772800238	8.85315395589991	8.76826870017615	9.01189726174605	8.78994364672683	8.38127289612108	8.34177688467594	8.65478445533466	8.33513993880071	8.92121353960247	8.66817445209162	9.21421998724254	9.13769382261737
Ebf1	6.48876727887734	6.60147655240062	5.97925176477712	7.37127071379524	7.03695009946139	5.96150574402756	6.96172508398243	6.89996485441556	6.70093276330735	5.45666796619519	5.81653836164565	6.80589058019648	6.34656464115158	5.38743265934198	5.59443852940531	5.83942286445189
Clint1	10.6479721392599	10.4817112874955	10.6649643388088	10.5761267826015	10.5527798052825	10.3813518301595	10.0892550419564	10.2632876152623	10.516958115434	10.7287664756861	10.4675257047819	10.6160862966842	10.2329181088801	10.4116412226487	10.0855028322558	10.0870211133423
Lsm11	5.90194245915567	5.72931563865516	5.7484938163203	5.80559299417371	5.76566597088746	5.7653930836488	5.68449197929771	5.95784428182195	5.8035633460159	5.80499258858141	5.9984315184053	5.69577606065586	5.90773124753897	5.87683292032681	5.86468131957851	5.99514846658253
Thg1l	7.56714498011371	8.01988094260513	7.62351358816028	7.4797936632288	7.29552157462839	7.61522411639248	7.28909939901084	6.7984389825707	8.1998247139922	8.67887783089091	7.29183582201835	8.80144975036502	7.02194585503392	7.22583708408098	6.54984624065833	6.48756149378992
Adam19	11.680069034317	12.0719551029294	11.4556942926417	11.783054367278	12.0512270542322	11.861473399702	12.1323923868685	11.7189263112183	11.6814014067887	11.8901773432518	11.6620308508108	11.8238301160346	12.083667110883	11.8035592049584	11.9246931046466	11.8259062773738
Mir8100	6.27678432445839	6.33260572082325	6.19135588061656	6.28703273358522	6.41730914760038	6.32507394790216	6.45541588895112	6.17495530317765	6.48356362322338	6.28596036894717	6.33286118976992	6.3819849678256	6.31651733046106	6.3478790195171	6.47656757208967	6.39723151006021
Nipal4	5.38106552475934	6.14221844188501	5.38321309634261	6.09855156024457	5.73283243286321	5.7359450666608	6.06536824370387	5.23012230680881	5.38213556535196	5.776431428082	5.91326108183584	5.38792911403481	5.23012230680881	5.69441036635516	5.55262850789669	5.50507257793994
Cyfip2	12.3558435740886	12.3979081500157	12.4943565896633	12.4095915047143	12.3487180377574	12.331863705691	12.1717071968924	12.2708609485482	12.4017077532329	12.5777918470967	12.4280539192932	12.4957700863821	12.217360780632	12.405763216068	12.2604017667879	12.2141237422035
Mir6989	5.45453774141534	5.46378940172146	5.88624180379512	5.38272144375561	6.35594364076513	6.11686919215242	5.38382910703835	5.38339444468453	5.8307918751931	6.07859146750702	6.74194782741732	5.52351134994004	5.64467455764256	5.92766910624856	5.37770064435634	5.50507257793994
Fndc9	6.44930041684738	7.3817012816472	7.78324018057954	6.82360187858442	7.87471892817347	6.84136335017576	6.90402769790747	6.73379240897077	7.17800577397744	7.49726245592978	7.54411058058565	7.45835990070857	7.23658744046533	7.83124487614236	7.01693629902359	7.03166305678391
Itk	6.29220426046904	6.49532854421516	6.53051838173167	6.25522109108335	6.27429598925918	6.38185184560557	6.21199107970693	6.42464182654182	6.52243238339682	6.57567208374468	6.2891612177987	6.57891712124033	6.05884754754864	6.43816138403977	6.30068914914376	6.15917623991765
Fam71b	5.79985504422211	5.82216077810472	5.88624180379512	5.6452464667098	5.61985314203275	5.7359450666608	5.78066054555039	5.77922578646864	5.95242712683863	5.60563774247401	5.78991729216414	5.69577606065586	5.64467455764256	5.61691814605705	5.86468131957851	5.81399312121193
Med7	8.33926934157528	8.15239377584991	7.96293567855001	8.09147682972096	8.25311791566864	8.12064028839577	7.72444886369411	7.97988410366659	8.29299259467081	8.41331359345146	8.05068858197004	8.21186351816384	7.96304251889883	7.83124487614236	7.93589009588369	7.82281097676219
Havcr2	5.85287545697353	6.02034810104158	5.71665451792811	5.74695447457031	5.82628871909639	5.82018980806494	5.98197814575979	5.45788353909726	6.09555568555062	6.17027819707667	5.91326108183584	6.00010532757664	5.8048139714184	5.87683292032681	5.95481804881908	5.78748062955249
Gnb2l1	9.46953953585482	9.50668906479306	9.57580466500734	9.7420807827905	9.58800205652927	9.75524747493722	9.55226063089955	9.71623890341026	9.8498817813021	9.78532353803617	9.68428534481729	10.0683673368983	9.57304798860955	9.62318072470812	9.36749026178014	9.48241237598959
Snord96a	6.44930041684738	8.45923303022018	8.51645660893278	7.33569525499935	9.0858197929957	8.93521953082542	7.8393257970072	7.39989625708404	6.72302714908013	8.77383757093699	7.42642940243139	7.4442260875498	7.6677324290097	7.20112034117012	7.14620589618046	6.85409715698533
Snord95	6.05184069729111	5.76193336642452	5.86096385737943	5.85911287087465	6.04743120381545	5.59792135705354	5.68449197929771	5.515501814892	5.85690658292005	5.71469322233751	5.45041826855264	5.90464268734305	5.64467455764256	5.52263489960489	5.70038213950682	5.50507257793994
Trim41	8.70864665102232	8.99700024635825	8.84565907005126	8.96788232584847	8.92755389132873	8.94301880586439	9.0249663159667	8.67597231532499	8.79984790092385	9.03798720505266	8.97765941574718	8.90110729268724	8.92121353960247	8.83993207389288	9.05029774289425	8.93066723432944
Trim7	5.67687882172649	5.90300669169597	5.56394620934932	5.45691694304548	6.00352708227727	5.55572447852234	5.98197814575979	6.00165384156649	5.38213556535196	5.23012230680881	5.63374460645686	5.23012230680881	5.5624757764599	5.61691814605705	5.50543012872646	5.81399312121193
Irgm1	7.78249026027607	8.69259414898447	7.44569584224488	7.41288104436077	8.15020064779217	7.73186580013905	7.6958412407024	7.60760802173392	7.68049768517282	7.81222943899344	7.28477774234373	7.43710974635586	7.1249640648252	7.25014574815482	7.55570743379673	7.12067259028038
Gm5431	6.46259767886252	7.06247895151779	6.29007406963859	6.46114713013055	6.54494032345154	6.42268849057483	6.41352382405404	6.70030136366114	6.18529332051626	6.55084620175985	6.27420234472168	6.21786386123252	6.16999320219564	6.28349275822375	6.50147279544001	6.25468278503499
Gm12185	5.559538555659	5.76193336642452	5.56394620934932	5.60603810266407	5.61985314203275	5.50809815058779	5.68449197929771	5.68329495968196	5.45607530776594	5.56258159364403	5.5063152137319	5.52351134994004	5.64467455764256	5.65722159339809	5.66760087113984	5.59397187844228
Psme2b	7.03398052879533	7.04406538916521	7.09024103324711	7.00625423643937	7.13716120711615	7.06597338308171	7.20395894533014	7.03977821214913	6.82850826172126	6.80137606412044	7.0555414167373	6.73820227854911	7.20555355892225	6.91751957632083	7.13066500082955	7.18964084893905
9930111J21Rik1	7.37327724417397	7.69385931807183	7.42536582972407	7.33569525499935	7.56281860977516	7.36556292029582	7.58835626939388	7.4612082819651	7.12121375855673	7.22944722347974	7.25620482156314	7.09383348861135	7.3187172682844	7.43153260206709	7.43964772973732	7.35916792300943
9930111J21Rik2	8.60507656775697	9.02163638322427	8.52343110977944	8.28556089322395	8.72355651704314	8.51084959894912	8.42095591541432	8.46949019262808	8.35108800480439	8.76188048631536	8.28584806174827	8.35145674858857	8.34102916117315	8.4732238263028	8.3195211835163	8.13786120411559
Tgtp1	5.45453774141534	5.57275947852863	5.23012230680881	5.38272144375561	5.61985314203275	5.37920791631273	5.38382910703835	5.515501814892	5.38213556535196	5.23012230680881	5.37820057536399	5.23012230680881	5.38249655292553	5.38743265934198	5.37770064435634	5.37749871112413
Olfr56	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.37770064435634	5.37749871112413
Tgtp2	5.77153389624675	6.17953126414887	5.7484938163203	5.71520448179183	6.10936296513959	5.7359450666608	5.91311811012601	5.77922578646864	5.60468480235646	5.56258159364403	5.59559377779243	5.57362015770508	5.60551864253166	5.65722159339809	5.59443852940531	5.59397187844228
Ifi47	8.312545933712	9.45295519697385	7.86269119731879	7.26189798577036	8.22245861464915	7.47034807261488	7.23549021422201	7.49423545665474	7.59833261245868	8.30680239873879	7.0555414167373	7.56698016598789	6.85199580722709	7.37347175212548	6.57336101916944	6.4105586883136
Btnl9	5.85287545697353	5.72931563865516	5.93421092269687	5.88432121137636	5.82628871909639	5.84587233736881	5.78066054555039	5.88695011104148	5.88203194886064	5.776431428082	5.95703681060371	5.82361146030745	5.85826605404322	5.87683292032681	5.91116864962055	5.97480739078966
Zfp62	8.92547573185131	8.61141032000963	8.87417764438256	8.5674472362626	8.51024514067602	8.62107448177343	8.40974962559315	8.46227455630038	8.81727485007891	8.93561607566613	8.57699711530593	8.85352312656942	8.58416102511596	8.68483202175289	8.43354993608319	8.39216664499614
Mgat1	7.88518492394027	8.05883193800741	7.90856238238758	8.05529412318608	8.03558684681112	8.13326361537206	8.25275299185447	8.52961150890047	7.93393983103855	7.64504221912192	8.20843421863662	7.75231352960247	8.0567833817828	8.03358042230878	8.3158305797544	8.43392140987846
Olfr1393	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Flt4	5.559538555659	5.23012230680881	5.23012230680881	5.38272144375561	5.46550234501987	5.63630839348607	5.45850771363722	5.74906153616913	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38249655292553	5.23012230680881	5.23012230680881	5.37749871112413
Cnot6	9.62639128661181	9.56660690620136	9.67332217948313	9.45409672328539	9.48062013600194	9.55908918640661	9.32026295977725	9.28453509340927	9.75371383652151	9.93006103578783	9.3956971437602	9.8871750322584	9.4443704383936	9.424184289441	9.36352734502642	9.19775918042334
Mapk9	7.62671615201836	7.72958153359489	7.69966765365034	7.59335612850836	7.45293611468562	7.41229940968684	7.63703333968259	7.50075647066679	7.65745487926489	7.60938671008568	7.46457670654381	7.83749281730988	7.64440606928009	7.50791494433278	7.36818991559946	7.38563990557699
Rasgef1c	5.38106552475934	5.23012230680881	5.23012230680881	5.68144129012525	6.02576830445475	5.23012230680881	5.23012230680881	5.86164649559134	5.56173491564342	5.23012230680881	5.95703681060371	5.46439135217699	5.64467455764256	5.61691814605705	5.55262850789669	5.99514846658253
Rnf130	9.51157740138003	9.46967415605049	9.51326183097155	9.56197343128767	9.53619036984278	9.62248684120971	9.4177936988162	9.62108775896733	9.30330198688143	9.55906308243595	9.67272797699226	9.29881121139299	9.57304798860955	9.5256534229659	9.47293720368865	9.58427631693614
Mir340	6.91638680722471	7.50879845572943	6.94637678755434	7.00625423643937	7.11051243102869	6.8217541938481	6.65786321932906	6.30681987582648	6.50960984436528	7.74191497534101	6.34705851192603	7.13811293000364	6.61163117585388	6.37875215495185	6.1931864332395	6.01498580614357
Tbc1d9b	8.00045623779927	8.04433237954668	8.15549581324911	8.11369775730726	8.14557921307307	7.98883745795983	8.2278878092731	8.08723257549648	8.11875116012573	7.84886049175541	8.22027625960644	8.0547410656146	8.17548186264932	8.19179435827726	8.22083273205136	8.30171229682792
3010026O09Rik	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38382910703835	5.38339444468453	5.38213556535196	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.38743265934198	5.37770064435634	5.37749871112413
Sqstm1	9.91636515474399	10.1462912962673	9.88226980673373	10.0688192023997	10.1964252920291	10.1173761902973	10.3463320100828	10.3140144510133	9.64456417379719	9.66384493390884	9.9200120409229	9.642638900526	10.2192497214486	9.86752949964947	10.160663536706	10.206484617268
Mgat4b	6.90692484699423	6.8022523002304	7.09877166308795	6.95107681048697	6.72125597822857	7.00656927664214	7.12202580846454	6.90972626039809	6.99144473716415	6.96802532826513	7.12028095232695	7.03884241839593	7.21337363290633	7.11557843285048	7.14620589618046	7.21927921981996
Ltc4s	5.38106552475934	5.23012230680881	5.23012230680881	5.38272144375561	5.23012230680881	5.23012230680881	5.23012230680881	5.45788353909726	5.23012230680881	5.23012230680881	5.37820057536399	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.37749871112413
Maml1	8.55248285054593	8.63549409509055	8.69535795122601	8.91930537335215	8.87732095828118	8.80244272649528	8.75134677622833	8.6791558712332	8.62465653401794	8.66622695857935	9.03445556418585	8.6822371575898	8.84590108598495	8.69144936421585	8.54360157957196	8.80299660319805
Canx	11.1163714496412	10.6848507881237	10.9070285166007	10.8374247992703	10.5008315498602	10.8268370588837	10.5884460289571	10.8879347952734	11.4042372796633	11.2329567147024	11.0912991345339	11.3116381144661	10.8206422464788	11.1529961993392	11.1422686414664	11.0444874789282
Hnrnph1	12.0449764971444	11.7899883532428	11.7642645257566	11.7101001562986	11.4239874459614	11.7234227307115	11.5926057744378	11.5202373528934	11.8480566327026	11.7960218791844	11.5657905108471	11.7440878672775	11.2960127397512	11.5118309944006	11.4753867129026	11.3652961668129
Rufy1	7.28089697781034	7.24289644434235	7.27482535015947	7.23902377667053	7.28759722223033	7.3723288529255	7.38381337400066	7.43426314407582	7.24032071965518	7.14198119919285	7.3806785364328	7.10279828629495	7.36167811421636	7.34358133347618	7.50182119792371	7.52950430525063
Adamts2	5.94781999198416	5.87712135555418	6.00082920360236	5.95494865609493	6.14843980762504	5.93981607799014	6.39922738841316	5.77922578646864	5.77506893882378	5.68096382695058	5.73278571408264	5.79418181269269	5.99757022128181	6.0415126875631	5.95481804881908	5.95392167269518
Zfp354c	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Zfp2	5.38106552475934	5.79279872870655	5.56394620934932	5.51431228205103	5.23012230680881	5.23012230680881	5.6480629400587	5.515501814892	5.38213556535196	5.23012230680881	5.37820057536399	5.52351134994004	5.38249655292553	5.46367929003754	5.44969899447822	5.37749871112413
BC049762	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881	5.23012230680881
Clk4	10.732304417619	10.3398961441749	10.2540002946254	10.4895689228102	10.2072336867756	10.3900297425405	10.2805938429608	10.2083910537365	10.2042109022002	10.3310770732697	10.34034229598	10.09002953153	10.2366260185944	10.1269644639772	10.1459054891938	10.2124116990715
Col23a1	5.23012230680881	5.46378940172146	5.23012230680881	5.51431228205103	5.66045090945854	5.45186718208998	5.51626996273676	5.64695779036157	5.23012230680881	5.23012230680881	5.23012230680881	5.38792911403481	5.23012230680881	5.72908956573155	5.23012230680881	5.23012230680881
Phykpl	5.92524158457073	6.08335882565792	6.17395323169107	6.07945895287846	6.22221458150764	5.93981607799014	6.00363008747292	6.10199203065606	6.2517014661098	6.15263382766105	6.17975231197845	6.41214128206054	6.16999320219564	6.26679337229345	6.09102066387216	6.125206060842
Hnrnpab	9.2440335352628	8.89468502082327	9.27712439652034	9.23538513230999	8.95641807540943	9.32427888981188	9.28272771283653	9.40443105413088	9.65335549318029	9.19818143176587	9.58948759738172	9.5357327711336	9.48188308992752	9.48498149941624	9.50786686347726	9.68678071408364
Nhp2	6.55188720291454	6.49532854421516	6.53051838173167	6.50097091126403	6.5313877425763	6.39562158466624	6.59794098487543	6.29119571090501	6.59677106921506	6.60003070209477	6.67850738471715	6.60469756420572	6.82157151481901	6.74554513217056	6.64145910966691	6.69391105372801
